               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,             0.03467,            0.034551,           0.0018871,               0.889,              0.8031,             0.88529,             0.60952,            0.032053,            0.023201,           0.0016013,            0.001585,            0.001585,            0.001585
                  87,            0.034577,            0.034176,           0.0018795,             0.88797,             0.80489,             0.88571,             0.60985,            0.032031,            0.023185,           0.0015988,            0.001486,            0.001486,            0.001486
                  88,            0.034487,            0.034163,           0.0019005,             0.88689,             0.80663,             0.88586,             0.61032,            0.032012,            0.023168,           0.0015967,            0.001387,            0.001387,            0.001387
                  89,            0.034424,            0.033972,           0.0018763,             0.88811,             0.80612,             0.88591,             0.61051,             0.03199,            0.023152,           0.0015941,            0.001288,            0.001288,            0.001288
                  90,            0.034233,            0.034069,           0.0018526,              0.8868,             0.80675,             0.88574,             0.61033,            0.031964,            0.023136,           0.0015928,            0.001189,            0.001189,            0.001189
                  91,            0.034177,            0.033998,            0.001854,             0.88795,             0.80683,              0.8863,             0.61107,            0.031946,            0.023122,           0.0015939,             0.00109,             0.00109,             0.00109
                  92,             0.03413,            0.033822,           0.0018375,             0.88958,              0.8054,               0.886,             0.61107,            0.031929,            0.023108,           0.0015922,            0.000991,            0.000991,            0.000991
                  93,            0.034051,             0.03379,           0.0018655,             0.89047,             0.80515,             0.88635,             0.61133,            0.031916,            0.023098,           0.0015923,            0.000892,            0.000892,            0.000892
                  94,            0.033964,            0.033542,           0.0018326,              0.8904,             0.80502,             0.88647,             0.61131,            0.031903,            0.023088,           0.0015933,            0.000793,            0.000793,            0.000793
                  95,            0.033832,            0.033447,           0.0018324,             0.89101,             0.80515,             0.88686,             0.61154,            0.031889,            0.023076,           0.0015945,            0.000694,            0.000694,            0.000694
                  96,            0.033635,            0.033354,           0.0017987,             0.89084,             0.80495,             0.88712,             0.61166,            0.031872,            0.023065,           0.0015961,            0.000595,            0.000595,            0.000595
                  97,            0.033524,            0.033211,           0.0018072,             0.88999,             0.80509,             0.88677,             0.61189,            0.031859,            0.023055,           0.0015987,            0.000496,            0.000496,            0.000496
                  98,            0.033455,            0.033141,           0.0017833,             0.89124,             0.80469,             0.88765,             0.61208,            0.031845,            0.023046,           0.0016007,            0.000397,            0.000397,            0.000397
                  99,            0.033299,            0.032895,           0.0017858,             0.89244,             0.80381,             0.88741,             0.61214,            0.031831,            0.023036,           0.0016024,            0.000298,            0.000298,            0.000298
